1	3.3	NaN	NaN	NaN	NaN	NaN	32.77	NaN
2	3.2	3.1	3.1	3.1	3.1	3.1	32.76	NaN
3	5.0	NaN	NaN	NaN	NaN	NaN	32.83	NaN
4	3.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5	3.3	NaN	NaN	NaN	NaN	NaN	32.75	NaN
6	4.0	3.7	3.6	3.5	3.5	3.5	32.78	NaN
7	3.8	3.8	3.8	3.8	3.8	3.8	32.83	32.78
8	4.0	3.9	3.9	3.9	4.0	4.0	32.81	NaN
9	4.4	NaN	NaN	NaN	NaN	NaN	32.71	NaN
10	3.9	3.7	3.7	3.5	3.4	3.4	32.71	NaN
11	3.7	3.7	3.7	3.7	3.7	3.7	32.70	NaN
12	3.3	NaN	NaN	NaN	NaN	NaN	32.66	NaN
13	3.9	NaN	NaN	NaN	NaN	NaN	32.71	NaN
14	4.4	NaN	NaN	NaN	NaN	NaN	32.71	32.66
15	3.3	NaN	NaN	NaN	NaN	NaN	32.68	NaN
16	3.8	3.6	3.5	3.2	3.3	3.3	32.69	NaN
17	3.9	NaN	NaN	NaN	NaN	NaN	32.71	NaN
18	3.9	NaN	NaN	NaN	NaN	NaN	32.52	NaN
19	3.6	3.7	3.6	3.7	3.7	3.8	32.62	NaN
20	3.3	NaN	NaN	NaN	NaN	NaN	32.78	NaN
21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22	3.3	NaN	NaN	NaN	NaN	NaN	32.63	32.72
23	3.3	NaN	NaN	NaN	NaN	NaN	32.62	NaN
24	3.3	NaN	NaN	NaN	NaN	NaN	32.66	NaN
25	3.8	3.8	3.8	3.7	3.7	3.6	32.60	NaN
26	3.5	3.6	3.6	3.5	3.5	3.5	31.87	NaN
27	3.4	3.4	3.4	3.4	3.3	3.3	32.61	NaN
28	3.7	3.4	3.3	3.3	3.2	3.2	32.60	NaN
29	3.4	3.4	3.4	3.4	3.3	3.3	32.58	32.70
30	3.3	3.3	3.3	3.2	3.2	3.2	32.58	NaN
31	1.7	1.8	1.8	1.7	1.7	1.6	32.58	NaN
