1	8.1	7.3	5.5	5.3	5.1	5.1	32.50	NaN
2	6.9	6.8	6.6	6.2	6.1	6.1	32.26	NaN
3	8.3	6.7	4.5	4.4	4.4	4.4	31.78	NaN
4	7.7	7.4	7.4	7.3	7.3	7.3	32.43	NaN
5	7.9	7.7	7.6	7.4	7.4	7.4	32.44	NaN
6	7.9	7.7	7.3	7.0	7.0	6.9	32.41	NaN
7	8.0	7.3	7.6	NaN	NaN	NaN	32.40	NaN
8	8.3	NaN	NaN	NaN	NaN	NaN	33.31	NaN
9	9.8	7.1	7.0	6.9	NaN	NaN	32.79	NaN
10	8.7	7.6	6.2	6.1	6.0	6.0	NaN	32.00
11	10.3	7.3	6.6	6.4	6.4	6.3	32.35	NaN
12	9.7	7.6	6.9	6.2	5.4	5.4	32.38	NaN
13	9.4	6.8	6.3	5.9	5.6	5.6	32.32	NaN
14	8.6	7.7	7.5	NaN	NaN	NaN	32.40	32.37
15	9.4	NaN	NaN	NaN	NaN	NaN	32.38	NaN
16	7.8	NaN	NaN	NaN	NaN	NaN	32.40	NaN
17	7.8	NaN	NaN	NaN	NaN	NaN	32.38	NaN
18	8.0	7.0	7.0	7.0	7.0	NaN	32.34	NaN
19	8.9	NaN	NaN	NaN	NaN	NaN	33.81	NaN
20	9.4	6.9	6.8	6.7	6.7	6.7	30.92	NaN
21	10.0	8.2	7.5	7.4	7.3	7.3	32.44	32.26
22	9.9	9.3	7.7	7.6	7.2	6.9	32.30	NaN
23	10.1	7.8	7.0	6.9	6.4	6.3	32.28	NaN
24	10.1	10.1	6.9	6.1	6.0	NaN	32.85	NaN
25	11.8	10.5	7.3	6.9	6.9	6.9	32.29	NaN
26	12.6	10.6	7.4	7.0	7.0	NaN	32.29	NaN
27	13.3	9.3	7.9	7.0	6.9	6.8	32.28	NaN
28	14.0	9.8	7.7	6.3	6.0	6.0	32.23	32.63
29	14.0	13.4	9.7	6.6	6.4	NaN	32.27	NaN
30	14.0	11.3	8.3	6.1	5.9	NaN	32.30	NaN
