1	15.90	13.00	8.40	6.70	6.70	NaN	32.18	NaN
2	16.00	15.30	9.80	6.80	6.70	NaN	32.18	NaN
3	16.80	15.40	12.20	7.80	7.10	7.10	32.13	32.54
4	17.50	16.50	13.60	8.00	7.40	7.30	32.22	NaN
5	17.00	14.30	10.50	8.30	7.70	7.60	31.99	NaN
6	14.00	12.30	9.70	8.60	8.00	7.90	32.07	32.24
7	12.00	10.20	9.80	9.70	9.60	8.70	32.08	NaN
8	18.50	NaN	NaN	NaN	NaN	NaN	32.11	NaN
9	16.50	13.60	11.00	8.30	7.50	7.50	32.32	NaN
10	15.00	10.10	9.70	9.30	8.8	8.70	32.18	32.38
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11	17.50	NaN	NaN	NaN	NaN	NaN	32.13	NaN
12	17.00	11.50	10.10	10.00	9.40	8.90	31.97	NaN
13	15.00	12.00	10.90	8.30	8.10	7.90	31.99	32.03
14	19.00	NaN	NaN	NaN	NaN	NaN	31.95	NaN
15	19.60	17.00	12.20	8.10	8.00	8.00	31.92	NaN
16	18.50	NaN	NaN	NaN	NaN	NaN	32.04	NaN
17	19.20	18.40	11.60	8.10	7.70	7.70	32.19	32.50
18	18.00	NaN	NaN	NaN	NaN	NaN	32.24	NaN
19	20.00	18.20	12.60	7.90	7.80	7.70	32.23	NaN
20	20.30	18.50	12.30	9.70	8.70	8.70	32.08	32.08
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21	19.70	18.50	16.20	9.70	NaN	NaN	31.94	NaN
22	16.00	10.50	10.00	9.20	9.00	9.00	32.15	NaN
23	18.00	15.50	12.40	8.50	8.00	7.80	32.04	NaN
24	21.00	17.80	13.70	9.00	8.70	8.10	31.95	32.52
25	23.00	20.00	17.20	9.70	7.70	7.70	31.94	NaN
26	22.80	19.10	15.00	9.70	8.00	7.50	31.94	NaN
27	22.00	NaN	NaN	NaN	NaN	NaN	31.92	NaN
28	22.00	NaN	NaN	NaN	NaN	NaN	31.93	32.01
29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31	22.00	NaN	NaN	NaN	NaN	NaN	32.03	NaN
