1	19.50	16.30	14.10	10.80	9.90	NaN	32.24	NaN
2	17.50	17.10	13.20	11.80	NaN	NaN	32.22	NaN
3	14.60	13.90	13.00	11.50	NaN	NaN	32.25	NaN
4	18.10	18.20	15.10	11.20	NaN	NaN	32.16	NaN
5	17.80	17.70	16.80	10.70	10.20	NaN	32.32	32.48
6	18.50	17.40	15.10	10.60	8.70	NaN	32.16	NaN
7	18.00	17.40	16.70	10.80	8.50	NaN	32.40	NaN
8	17.70	17.70	17.30	12.50	9.20	8.90	32.33	NaN
9	17.00	17.00	16.90	10.30	9.60	9.30	32.18	NaN
10	17.50	16.90	16.80	11.20	10.30	10.10	32.14	NaN
11	16.20	16.20	15.80	12.10	11.20	10.60	32.16	NaN
12	16.20	14.70	12.40	11.60	11.60	11.40	32.49	32.57
13	16.10	15.70	13.90	12.10	11.20	10.80	33.08	NaN
14	16.30	16.30	15.70	11.00	11.00	10.80	32.52	NaN
15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16	16.30	16.30	16.10	10.30	10.10	10.10	32.24	NaN
17	16.00	15.80	15.30	11.10	10.90	10.90	32.16	NaN
18	16.80	15.90	15.40	10.80	10.60	10.60	32.22	NaN
19	16.50	15.80	15.20	11.10	10.80	10.70	32.17	32.45
20	15.30	15.30	14.70	11.90	11.20	11.00	32.32	NaN
21	16.40	16.40	16.40	13.20	11.80	11.30	32.73	NaN
22	16.20	16.20	16.20	12.40	11.00	10.20	32.50	NaN
23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24	16.70	NaN	NaN	NaN	NaN	NaN	32.57	NaN
25	16.10	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26	16.10	NaN	NaN	NaN	NaN	NaN	32.52	NaN
27	15.50	15.20	15.00	9.00	8.80	8.80	32.54	32.56
28	15.70	15.70	15.60	12.60	9.70	9.60	32.33	NaN
29	13.50	12.60	12.30	11.10	10.90	10.90	32.06	NaN
30	14.50	14.30	13.70	10.60	10.10	10.10	32.25	NaN
